color,price,model,specs,engine,bodytype,mileage,city
Silver,"$28,999 ",2015 Honda Pilot EXL,"Used 2015 Honda Pilot EXL with 4WD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Towing Package, Rear-View Camera",6 Cyl,SUV,"Mileage: 26,709 miles",Boston
White,"$15,995 ",2014 Nissan Rogue,"Used 2014 Nissan Rogue with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,SUV,"Mileage: 17,325 miles",Boston
Black,"$12,598 ",2014 Toyota Corolla S,"Used 2014 Toyota Corolla S with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,Sedan,"Mileage: 23,832 miles",Boston
White,"$21,472 ",2013 Honda Pilot EXL,"Used 2013 Honda Pilot EXL with 4WD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera",6 Cyl,SUV,"Mileage: 71,145 miles",Boston
White,"$14,778 ",2013 Ford Escape SE,"Used 2013 Ford Escape SE with 4WD, Alloy Wheels, Keyless Entry, CD (Single Disc), MP3, Satellite Radio, Cloth Seats",4 Cyl,SUV,"Mileage: 48,072 miles",Boston
Silver,"$25,995 ",2014 BMW 4 Series 428i xDrive,"Used 2014 BMW 4 Series 428i xDrive with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats",4 Cyl,Coupe,"Mileage: 28,647 miles",Boston
Black,"$14,900 ",2016 Hyundai Sonata Sport,"Used 2016 Hyundai Sonata Sport with FWD, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer, Power Seat (Driver)",4 Cyl,Sedan,"Mileage: 36,227 miles",Boston
Black,"$17,290 ",2010 Mercedes-Benz E-Class E 550,"Used 2010 Mercedes-Benz E-Class E 550 with RWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Front Airbags (Driver)",8 Cyl,Coupe,"Mileage: 69,858 miles",Boston
Red,"$18,990 ",2014 Mazda CX-9 Touring,"Used 2014 Mazda CX-9 Touring with AWD, Leather Seats, Alloy Wheels, Third Row Seating, Heated Seats, Rear-View Camera, Air Conditioning",6 Cyl,SUV,"Mileage: 49,670 miles",Boston
Red,"$14,890 ",2014 Kia Sorento LX,"Used 2014 Kia Sorento LX with AWD, Fog Lights, Heated Seats, Rear-View Camera",4 Cyl,SUV,"Mileage: 56,949 miles",Boston
Black,"$24,165 ",2013 Honda Pilot Touring,"Used 2013 Honda Pilot Touring with 4WD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats",6 Cyl,SUV,"Mileage: 70,388 miles",Boston
Gray,"$14,000 ",2016 Chevrolet Cruze LT,"Used 2016 Chevrolet Cruze LT with FWD, Alloy Wheels, Cruise Control, Rear-View Camera, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster",4 Cyl,Sedan,"Mileage: 6,408 miles",Boston
White,"$15,110 ",2014 Hyundai Sonata Limited Edition,"Used 2014 Hyundai Sonata Limited Edition with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",4 Cyl,Sedan,"Mileage: 43,596 miles",Boston
Gray,"$24,350 ",2014 GMC Acadia SLT,"Used 2014 GMC Acadia SLT with AWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats",6 Cyl,SUV,"Mileage: 59,320 miles",Boston
Black,"$29,999 ",2015 Toyota Tacoma Base,"Used 2015 Toyota Tacoma Base with 4WD, Double Cab, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Intermittent Wipers",6 Cyl,Pickup,"Mileage: 25,024 miles",Boston
Gray,"$22,590 ",2016 Nissan Maxima S,"Used 2016 Nissan Maxima S with FWD, Remote Start, Fog Lights, Navigation System, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Cloth Seats, Power Steering",6 Cyl,Sedan,"Mileage: 21,596 miles",Boston
Gray,"$35,500 ",2015 Ford F-150 XLT,"Used 2015 Ford F-150 XLT with 4WD, Remote Start, Fog Lights, Keyless Entry, Heated Seats, Towing Package, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, 4-Wheel Disc Brakes",8 Cyl,Pickup,"Mileage: 17,057 miles",Boston
White,"$27,988 ",2014 Mercedes-Benz E-Class E 350,"Used 2014 Mercedes-Benz E-Class E 350 with AWD, Power Sun/Moonroof, Air Conditioning, Power Steering, Trip Computer, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors",6 Cyl,Sedan,"Mileage: 52,742 miles",Boston
Silver,"$25,995 ",2014 Jeep Grand Cherokee Overland,"Used 2014 Jeep Grand Cherokee Overland with 4WD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera",6 Cyl,SUV,"Mileage: 52,141 miles",Boston
Gray,"$17,980 ",2015 Chrysler Town & Country Touring,"Used 2015 Chrysler Town & Country Touring with FWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, DVD",6 Cyl,Minivan,"Mileage: 20,269 miles",Boston
White,"$33,500 ",2014 Ford F-150 Lariat,"Used 2014 Ford F-150 Lariat with 4WD, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",6 Cyl,Pickup,"Mileage: 32,573 miles",Boston
Gray,"$46,995 ",2015 BMW X5 xDrive50i,"Used 2015 BMW X5 xDrive50i with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",8 Cyl,SUV,"Mileage: 36,262 miles",Boston
Blue,"$17,550 ",2015 Chrysler Town & Country Touring,"Used 2015 Chrysler Town & Country Touring with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera",6 Cyl,Minivan,"Mileage: 25,247 miles",Boston
Silver,"$19,023 ",2014 Honda CR-V EXL,"Used 2014 Honda CR-V EXL with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",4 Cyl,SUV,"Mileage: 43,930 miles",Boston
Black,"$13,000 ",2014 Mazda Mazda3 i Touring,"Used 2014 Mazda Mazda3 i Touring with FWD, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning, MP3",4 Cyl,Sedan,"Mileage: 35,500 miles",Boston
Gray,"$19,985 ",2014 Toyota Venza LE,"Used 2014 Toyota Venza LE with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",6 Cyl,Wagon,"Mileage: 33,499 miles",Boston
Orange,"$10,390 ",2013 Dodge Dart Limited,"Used 2013 Dodge Dart Limited with FWD, Leather Seats, Power Sun/Moonroof, Navigation System, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, AM/FM",4 Cyl,Sedan,"Mileage: 37,006 miles",Boston
Black,"$15,000 ",2013 Ford Edge SE,"Used 2013 Ford Edge SE with AWD, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning, MP3",6 Cyl,SUV,"Mileage: 43,080 miles",Boston
Beige,"$20,000 ",2014 Lincoln MKZ,"Used 2014 Lincoln MKZ with AWD, Remote Start, Leather Seats, Navigation System, Heated Seats, Rear-View Camera, Air Conditioning, AM/FM, Trip Computer, Power Seat (Driver), Power Locks",4 Cyl,Sedan,"Mileage: 25,823 miles",Boston
Gold,"$16,380 ",2014 Honda Accord Sport,"Used 2014 Honda Accord Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,Sedan,"Mileage: 27,491 miles",Boston
Black,"$24,500 ",2014 Ford F-150 STX,"Used 2014 Ford F-150 STX with 4WD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Intermittent Wipers, Power Locks, Power Mirrors",8 Cyl,Pickup,"Mileage: 28,756 miles",Boston
White,"$17,556 ",2014 Volvo S60 T5,"Used 2014 Volvo S60 T5 with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",5 Cyl,Sedan,"Mileage: 44,984 miles",Boston
Beige,"$17,490 ",2014 Subaru Outback 2.5i Limited,"Used 2014 Subaru Outback 2.5i Limited with AWD, Leather Seats, Power Sun/Moonroof, Heated Seats, CD (Single Disc), Rear-View Camera, AM/FM",4 Cyl,Wagon,"Mileage: 71,364 miles",Boston
Red,"$46,000 ",2016 Volvo XC90 T6 R-Design,"Used 2016 Volvo XC90 T6 R-Design with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Third Row Seating, Navigation System, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Locks",4 Cyl,SUV,"Mileage: 31,266 miles",Boston
Gray,"$29,995 ",2015 Acura MDX Technology,"Used 2015 Acura MDX Technology with AWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,SUV,"Mileage: 57,493 miles",Boston
White,"$24,350 ",2015 Acura RDX,"Used 2015 Acura RDX with AWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,SUV,"Mileage: 30,599 miles",Boston
Gray,"$7,494 ",2010 Mazda Mazda3,"Used 2010 Mazda Mazda3 with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Air Conditioning, MP3, Satellite Radio, Power Steering",4 Cyl,Sedan,"Mileage: 95,687 miles",Boston
Silver,"$8,500 ",2005 Lexus ES 330,"Used 2005 Lexus ES 330 with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM",6 Cyl,Sedan,"Mileage: 87,574 miles",Boston
Bronze,"$22,875 ",2016 Subaru Forester 2.5i,"Used 2016 Subaru Forester 2.5i with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,SUV,"Mileage: 5,895 miles",Boston
White,"$16,690 ",2014 Subaru Outback 2.5i,,4 Cyl,Wagon,"Mileage: 54,300 miles",Boston
Black,"$11,990 ",2013 Scion xB Base,"Used 2013 Scion xB Base with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,Wagon,"Mileage: 23,698 miles",Boston
Blue,"$14,966 ",2013 Nissan Rogue SV,"Used 2013 Nissan Rogue SV with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, MP3, Satellite Radio",4 Cyl,SUV,"Mileage: 60,280 miles",Boston
Black,"$37,995 ",2014 Audi S5,"Used 2014 Audi S5 with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, DVD, Air Conditioning",6 Cyl,Convertible,"Mileage: 32,432 miles",Boston
Red,"$26,000 ",2014 Jeep Grand Cherokee Limited Edition,"Used 2014 Jeep Grand Cherokee Limited Edition with 4WD, Remote Start, Leather Seats, Fog Lights, Navigation System, Heated Seats, Rear-View Camera, Air Conditioning, AM/FM, Trip Computer, Power Seat (Driver)",6 Cyl,SUV,"Mileage: 22,999 miles",Boston
Black,"$13,782 ",2014 Toyota Camry SE,"Used 2014 Toyota Camry SE with FWD, Rear-View Camera, Power Seat (Driver), Handsfree/Bluetooth Integration, Power Mirrors",4 Cyl,Sedan,"Mileage: 47,458 miles",Boston
Gray,"$24,995 ",2015 Volvo V60 T5,"Used 2015 Volvo V60 T5 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats",5 Cyl,Wagon,"Mileage: 31,253 miles",Boston
Gray,"$16,888 ",2014 Nissan Rogue S,"Used 2014 Nissan Rogue S with AWD, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",4 Cyl,SUV,"Mileage: 12,139 miles",Boston
Red,"$19,995 ",2017 Chevrolet Malibu LT,"Used 2017 Chevrolet Malibu LT with FWD, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver), Intermittent Wipers, Rear Window Defroster, Front Airbags (Driver)",4 Cyl,Sedan,"Mileage: 5,009 miles",Boston
Blue,"$14,418 ",2015 Kia Optima LX,"Used 2015 Kia Optima LX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,Sedan,"Mileage: 18,773 miles",Boston
Blue,"$13,990 ",2014 Mini Cooper Countryman,"Used 2014 Mini Cooper Countryman with FWD, Leather Seats, Heated Seats, CD (Single Disc), AM/FM, Handsfree/Bluetooth Integration",4 Cyl,SUV,"Mileage: 42,717 miles",Boston
Gray,"$21,495 ",2015 Kia Sedona SX,"Used 2015 Kia Sedona SX with FWD, Leather Seats, Fog Lights, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,Minivan,"Mileage: 38,142 miles",Boston
Silver,"$32,448 ",2016 Subaru Outback 3.6R Limited,"Used 2016 Subaru Outback 3.6R Limited with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, AM/FM, Handsfree/Bluetooth Integration",6 Cyl,Wagon,"Mileage: 4,090 miles",Boston
Blue,"$17,500 ",2008 Toyota Tundra Limited Edition,"Used 2008 Toyota Tundra Limited Edition with 4WD, Double Cab, Leather Seats, Fog Lights, Cruise Control, Heated Seats, Split/Folding Seats, DVD, Air Conditioning, Power Steering, Trip Computer",8 Cyl,Pickup,"Mileage: 133,961 miles",Boston
White,"$20,490 ",2013 Audi Allroad Premium Plus,"Used 2013 Audi Allroad Premium Plus with AWD, Remote Start, Leather Seats, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,Wagon,"Mileage: 83,829 miles",Boston
Red,"$18,495 ",2016 Ford Escape SE,"Used 2016 Ford Escape SE with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",4 Cyl,SUV,"Mileage: 20,018 miles",Boston
Gray,"$27,900 ",2015 Ford Edge SEL,"Used 2015 Ford Edge SEL with AWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Power Seat (Driver)",6 Cyl,SUV,"Mileage: 12,635 miles",Boston
Black,"$24,990 ",2014 Ford Explorer XLT,"Used 2014 Ford Explorer XLT with 4WD, Leather Seats, Alloy Wheels, Navigation System, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, AM/FM, Handsfree/Bluetooth Integration",6 Cyl,SUV,"Mileage: 44,847 miles",Boston
Black,"$10,991 ",2010 Chevrolet Malibu LTZ,"Used 2010 Chevrolet Malibu LTZ with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",6 Cyl,Sedan,"Mileage: 36,287 miles",Boston
Gray,"$12,991 ",2013 Dodge Dart Limited,"Used 2013 Dodge Dart Limited with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning",4 Cyl,Sedan,"Mileage: 18,767 miles",Boston
Gray,"$10,995 ",2012 Toyota Prius Three,"Used 2012 Toyota Prius Three with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",4 Cyl,Hatchback,"Mileage: 74,901 miles",Boston
Blue,"$8,991 ",2012 Honda Civic EX,"Used 2012 Honda Civic EX with FWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Windows, Trip Computer, Intermittent Wipers, Front Airbags (Driver)",4 Cyl,Coupe,"Mileage: 93,002 miles",Boston
White,"$16,891 ",2013 Toyota Venza XLE,"Used 2013 Toyota Venza XLE with AWD, Leather Seats, Fog Lights, Alloy Wheels, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering",6 Cyl,Wagon,"Mileage: 78,222 miles",Boston
Black,"$28,990 ",2014 Acura MDX Technology,"Used 2014 Acura MDX Technology with AWD, Leather Seats, Navigation System, Heated Seats, Rear-View Camera",6 Cyl,SUV,"Mileage: 50,113 miles",Boston
Green,"$11,995 ",2014 Toyota Corolla LE Eco,"Used 2014 Toyota Corolla LE Eco with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",4 Cyl,Sedan,"Mileage: 70,536 miles",Boston
Black,"$27,995 ",2015 Subaru WRX STI,"Used 2015 Subaru WRX STI with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, AM/FM, 4-Wheel Disc Brakes",4 Cyl,Sedan,"Mileage: 54,123 miles",Boston
Silver,"$12,390 ",2014 Honda Civic LX,"Used 2014 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Cloth Seats, Power Steering, AM/FM, Intermittent Wipers, Rear Window Defroster",4 Cyl,Sedan,"Mileage: 32,237 miles",Boston
Gray,"$30,000 ",2015 GMC Acadia SLT,"Used 2015 GMC Acadia SLT with AWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats",6 Cyl,SUV,"Mileage: 36,264 miles",Boston
Gray,"$26,790 ",2014 Jeep Grand Cherokee Limited Edition,"Used 2014 Jeep Grand Cherokee Limited Edition with 4WD, Leather Seats, Alloy Wheels, Navigation System, Heated Seats, Rear-View Camera, Satellite Radio, AM/FM, Handsfree/Bluetooth Integration",6 Cyl,SUV,"Mileage: 27,740 miles",Boston
Black,"$39,000 ",2014 Mercedes-Benz CLS 550,"Used 2014 Mercedes-Benz CLS 550 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, DVD",8 Cyl,Sedan,"Mileage: 48,869 miles",Boston
Blue,"$45,000 ",2014 Mercedes-Benz GL-Class GL 450,"Used 2014 Mercedes-Benz GL-Class GL 450 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, Split/Folding Seats",8 Cyl,SUV,"Mileage: 20,665 miles",Boston
White,"$14,600 ",2014 Ford C-Max SEL,"Used 2014 Ford C-Max SEL with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",4 Cyl,Minivan,"Mileage: 35,726 miles",Boston
Black,"$13,936 ",2013 Nissan Juke SL,"Used 2013 Nissan Juke SL with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes",4 Cyl,SUV,"Mileage: 49,553 miles",Boston
White,"$13,190 ",2014 Hyundai Sonata SE,"Used 2014 Hyundai Sonata SE with FWD, Heated Seats, Rear-View Camera",4 Cyl,Sedan,"Mileage: 33,388 miles",Boston
Black,"$23,999 ",2009 Chevrolet Silverado 2500HD LT,"Used 2009 Chevrolet Silverado 2500HD LT with 4WD, Trailer Hitch, Satellite Radio, Cloth Seats",8 Cyl,Pickup,"Mileage: 30,359 miles",Boston
Brown,"$15,690 ",2015 Volkswagen Tiguan S,"Used 2015 Volkswagen Tiguan S with AWD, Rear-View Camera, Handsfree/Bluetooth Integration",4 Cyl,SUV,"Mileage: 43,599 miles",Boston
Silver,"$6,988 ",2008 Honda Civic LX,"Used 2008 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Power Steering, Power Windows, AM/FM, Intermittent Wipers, Power Locks, Rear Window Defroster, Front Airbags (Driver)",4 Cyl,Sedan,"Mileage: 62,750 miles",Boston
White,"$19,600 ",2015 Chrysler Town & Country Touring,"Used 2015 Chrysler Town & Country Touring with FWD, Third Row Seating, Navigation System, Keyless Entry, CD (Single Disc), Rear-View Camera, DVD, Air Conditioning, MP3, AM/FM, Aux Audio Adapter",6 Cyl,Minivan,"Mileage: 34,332 miles",Boston
