bodytype,specs,price,color,mileage,engine,model,city
SUV,"Used 2015 Infiniti QX60 Base with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning","$30,981 ",Red,"Mileage: 24,195 miles",6 Cyl,2015 Infiniti QX60 Base,SanFrancisco 
Hatchback,"Used 2009 Scion xD with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, Intermittent Wipers","$7,481 ",White,"Mileage: 61,925 miles",4 Cyl,2009 Scion xD,SanFrancisco 
Sedan,"Used 2003 Honda Accord EX with FWD, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, DVD, Air Conditioning, Power Steering","$6,900 ",Unspecified,"Mileage: 104,025 miles",6 Cyl,2003 Honda Accord EX,SanFrancisco 
Sedan,"Used 2013 Mazda Mazda3 with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$11,388 ",Unspecified,"Mileage: 50,744 miles",4 Cyl,2013 Mazda Mazda3,SanFrancisco 
Hatchback,"Used 2012 Hyundai Accent GS with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM","$7,991 ",Red,"Mileage: 53,300 miles",4 Cyl,2012 Hyundai Accent GS,SanFrancisco 
Sedan,,"$7,962 ",Blue,"Mileage: 102,397 miles",4 Cyl,2013 Chevrolet Cruze LT,SanFrancisco 
Sedan,"Used 2014 Nissan Altima SV with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio","$15,864 ",Unspecified,"Mileage: 36,380 miles",4 Cyl,2014 Nissan Altima SV,SanFrancisco 
Minivan,"Used 2013 Nissan Quest S with FWD, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$18,000 ",Silver,"Mileage: 15,445 miles",6 Cyl,2013 Nissan Quest S,SanFrancisco 
Convertible,"Used 2008 BMW M3 with RWD, Leather Seats, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM","$24,000 ",Gray,"Mileage: 81,230 miles",8 Cyl,2008 BMW M3,SanFrancisco 
Pickup,"Used 2016 Toyota Tundra SR5 with RWD, Double Cab, Fog Lights, Trailer Hitch, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$30,990 ",Black,"Mileage: 32,081 miles",8 Cyl,2016 Toyota Tundra SR5,SanFrancisco 
SUV,"Used 2009 Chevrolet Traverse LTZ with FWD, Third Row Seating, Navigation System, Rear-View Camera, Air Conditioning, Handsfree/Bluetooth Integration, Front Airbags (Driver)","$16,995 ",Brown,"Mileage: 56,161 miles",6 Cyl,2009 Chevrolet Traverse LTZ,SanFrancisco 
Sedan,,"$28,800 ",Red,"Mileage: 26,403 miles",6 Cyl,2014 Lexus IS 350,SanFrancisco 
Coupe,"Used 2014 Honda Accord EXL with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$19,981 ",Gray,"Mileage: 27,492 miles",6 Cyl,2014 Honda Accord EXL,SanFrancisco 
Sedan,,"$15,484 ",Unspecified,"Mileage: 54,566 miles",6 Cyl,2014 Toyota Camry SE,SanFrancisco 
Coupe,"Used 2014 BMW 4 Series 428i with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning","$26,982 ",White,"Mileage: 29,980 miles",4 Cyl,2014 BMW 4 Series 428i,SanFrancisco 
Sedan,"Used 2014 Volkswagen Passat SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering","$12,900 ",Black,"Mileage: 52,581 miles",4 Cyl,2014 Volkswagen Passat SE,SanFrancisco 
SUV,"Used 2008 Toyota FJ Cruiser with 4WD, Keyless Entry, Cruise Control, 4-Wheel Disc Brakes, Front Airbags (Driver)","$16,992 ",White,"Mileage: 108,428 miles",6 Cyl,2008 Toyota FJ Cruiser,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Two with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$15,982 ",Gray,"Mileage: 31,929 miles",4 Cyl,2014 Toyota Prius Two,SanFrancisco 
Sedan,"Used 2014 Hyundai Sonata GLS with FWD, Rear-View Camera, MP3, Satellite Radio, Power Seat (Driver)","$13,648 ",White,"Mileage: 22,686 miles",4 Cyl,2014 Hyundai Sonata GLS,SanFrancisco 
Minivan,"Used 2014 Honda Odyssey Touring with FWD, Fog Lights, Third Row Seating, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning","$30,899 ",Red,"Mileage: 26,185 miles",6 Cyl,2014 Honda Odyssey Touring,SanFrancisco 
Sedan,"Used 2011 Mercedes-Benz C-Class C 350 with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$16,995 ",Gray,"Mileage: 58,743 miles",6 Cyl,2011 Mercedes-Benz C-Class C 350,SanFrancisco 
Pickup,"Used 2015 Toyota Tundra SR5 with RWD, Double Cab, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Rear-View Camera, Air Conditioning, MP3, Satellite Radio","$29,788 ",White,"Mileage: 21,741 miles",8 Cyl,2015 Toyota Tundra SR5,SanFrancisco 
Sedan,"Used 2015 Toyota Camry SE with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering","$16,985 ",Gray,"Mileage: 35,325 miles",4 Cyl,2015 Toyota Camry SE,SanFrancisco 
Coupe,"Used 2014 BMW 4 Series 428i xDrive with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3","$28,982 ",Gray,"Mileage: 25,036 miles",4 Cyl,2014 BMW 4 Series 428i xDrive,SanFrancisco 
SUV,"Used 2011 Chevrolet Equinox LT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows","$8,950 ",Gray,"Mileage: 138,429 miles",4 Cyl,2011 Chevrolet Equinox LT,SanFrancisco 
SUV,,"$29,995 ",White,"Mileage: 38,873 miles",6 Cyl,2015 Acura MDX,SanFrancisco 
Wagon,,"$16,999 ",Blue,"Mileage: 45,758 miles",4 Cyl,2014 Toyota Prius v Two,SanFrancisco 
Pickup,"Used 2014 Ford F-150 XLT with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$29,700 ",White,"Mileage: 17,038 miles",6 Cyl,2014 Ford F-150 XLT,SanFrancisco 
Sedan,"Used 2016 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering","$16,900 ",Gray,"Mileage: 16,987 miles",4 Cyl,2016 Toyota Corolla S,SanFrancisco 
SUV,"Used 2014 Honda CR-V LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$16,980 ",Brown,"Mileage: 43,995 miles",4 Cyl,2014 Honda CR-V LX,SanFrancisco 
Pickup,"Used 2014 Toyota Tundra 1794 Edition with 4WD, Power Sun/Moonroof, Navigation System, Heated Seats, Rear-View Camera, Power Seat (Driver), Intermittent Wipers","$39,291 ",Gray,"Mileage: 33,008 miles",8 Cyl,2014 Toyota Tundra 1794 Edition,SanFrancisco 
Convertible,,"$31,900 ",White,"Mileage: 27,510 miles",4 Cyl,2014 BMW 4 Series 428i,SanFrancisco 
Coupe,,"$27,750 ",Black,"Mileage: 35,481 miles",6 Cyl,2014 BMW 4 Series 435i,SanFrancisco 
Sedan,"Used 2012 Audi A4 2.0T with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$17,988 ",Black,"Mileage: 71,727 miles",4 Cyl,2012 Audi A4 2.0T,SanFrancisco 
Wagon,"Used 2012 Volvo XC70 with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$17,999 ",Blue,"Mileage: 77,367 miles",6 Cyl,2012 Volvo XC70,SanFrancisco 
Sedan,"Used 2014 Toyota Camry SE with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$15,900 ",Unspecified,"Mileage: 35,984 miles",4 Cyl,2014 Toyota Camry SE,SanFrancisco 
Sedan,"Used 2015 Audi A3 2.0T with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$24,000 ",Black,"Mileage: 23,955 miles",4 Cyl,2015 Audi A3 2.0T,SanFrancisco 
SUV,"Used 2014 Chevrolet Traverse LTZ with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$25,988 ",White,"Mileage: 51,099 miles",6 Cyl,2014 Chevrolet Traverse LTZ,SanFrancisco 
Convertible,"Used 2015 Volkswagen Beetle with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Satellite Radio","$25,500 ",Silver,"Mileage: 12,705 miles",4 Cyl,2015 Volkswagen Beetle,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Plug-in Base with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$16,900 ",White,"Mileage: 43,348 miles",4 Cyl,2014 Toyota Prius Plug-in Base,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Plug-in Base with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$17,999 ",White,"Mileage: 36,370 miles",4 Cyl,2014 Toyota Prius Plug-in Base,SanFrancisco 
Sedan,"Used 2014 Mazda Mazda3 s Grand Touring with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$16,588 ",Black,"Mileage: 23,542 miles",4 Cyl,2014 Mazda Mazda3 s Grand Touring,SanFrancisco 
Convertible,,"$30,800 ",Blue,"Mileage: 39,282 miles",4 Cyl,2014 BMW 4 Series 428i,SanFrancisco 
Coupe,"Used 2013 Audi S5 with AWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, Satellite Radio, Power Steering, Power Windows","$34,000 ",Black,"Mileage: 30,503 miles",6 Cyl,2013 Audi S5,SanFrancisco 
Sedan,"Used 2016 Scion iA with FWD, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter","$12,488 ",Blue,"Mileage: 32,321 miles",4 Cyl,2016 Scion iA,SanFrancisco 
Hatchback,"Used 2015 Nissan Versa Note S with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Rear Window Defroster, Front Airbags (Driver), Power Mirrors","$10,556 ",Silver,"Mileage: 27,268 miles",4 Cyl,2015 Nissan Versa Note S,SanFrancisco 
Sedan,"Used 2012 Hyundai Equus Ultimate with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD","$20,995 ",Black,"Mileage: 67,887 miles",8 Cyl,2012 Hyundai Equus Ultimate,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Plug-in Base with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$18,199 ",Silver,"Mileage: 31,670 miles",4 Cyl,2014 Toyota Prius Plug-in Base,SanFrancisco 
Convertible,"Used 2014 Jaguar F-Type S with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3","$46,995 ",Gray,"Mileage: 20,500 miles",6 Cyl,2014 Jaguar F-Type S,SanFrancisco 
Sedan,"Used 2014 BMW 3 Series 328i with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$23,984 ",Bronze,"Mileage: 29,085 miles",4 Cyl,2014 BMW 3 Series 328i,SanFrancisco 
Sedan,"Used 2016 Audi A6 2.0T with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$41,000 ",White,"Mileage: 14,496 miles",4 Cyl,2016 Audi A6 2.0T,SanFrancisco 
Sedan,"Used 2015 Honda Accord EXL with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$19,594 ",Gray,"Mileage: 41,207 miles",6 Cyl,2015 Honda Accord EXL,SanFrancisco 
Hatchback,"Used 2014 Lexus CT 200h with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$22,093 ",Red,"Mileage: 31,883 miles",4 Cyl,2014 Lexus CT 200h,SanFrancisco 
Sedan,"Used 2015 Volkswagen Passat S with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows","$13,488 ",Beige,"Mileage: 33,173 miles",4 Cyl,2015 Volkswagen Passat S,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius c Two with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$12,984 ",White,"Mileage: 29,512 miles",4 Cyl,2014 Toyota Prius c Two,SanFrancisco 
Sedan,"Used 2015 Volkswagen Jetta S with FWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), MP3, Satellite Radio, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$14,900 ",Gray,"Mileage: 51,414 miles",4 Cyl,2015 Volkswagen Jetta S,SanFrancisco 
Sedan,"Used 2014 Nissan Sentra SL with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$13,995 ",Unspecified,"Mileage: 29,598 miles",4 Cyl,2014 Nissan Sentra SL,SanFrancisco 
SUV,"Used 2014 BMW X5 xDrive35i with AWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$39,984 ",Silver,"Mileage: 29,516 miles",6 Cyl,2014 BMW X5 xDrive35i,SanFrancisco 
Sedan,"Used 2015 Honda Accord Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering","$19,881 ",Blue,"Mileage: 13,406 miles",4 Cyl,2015 Honda Accord Sport,SanFrancisco 
Sedan,"Used 2015 Subaru Impreza with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM","$15,991 ",Green,"Mileage: 34,420 miles",4 Cyl,2015 Subaru Impreza,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Two with FWD, 4-Wheel Disc Brakes","$15,394 ",Black,"Mileage: 32,571 miles",4 Cyl,2014 Toyota Prius Two,SanFrancisco 
Sedan,"Used 2015 Nissan Altima S with FWD, Rear-View Camera, Satellite Radio, Cloth Seats, AM/FM, 4-Wheel Disc Brakes, Power Seat (Driver), Handsfree/Bluetooth Integration","$11,994 ",Gray,"Mileage: 38,616 miles",4 Cyl,2015 Nissan Altima S,SanFrancisco 
Hatchback,"Used 2014 BMW i3 with RWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes, Trip Computer, Rear Window Defroster","$19,900 ",Orange,"Mileage: 26,179 miles",Electric,2014 BMW i3,SanFrancisco 
Sedan,"Used 2014 BMW 5 Series 535i with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$32,888 ",Black,"Mileage: 22,960 miles",6 Cyl,2014 BMW 5 Series 535i,SanFrancisco 
SUV,,"$28,999 ",Red,"Mileage: 34,545 miles",4 Cyl,2014 Audi Q5 Premium Plus,SanFrancisco 
SUV,"Used 2013 Ford Escape SE with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows","$14,888 ",Silver,"Mileage: 55,597 miles",4 Cyl,2013 Ford Escape SE,SanFrancisco 
Sedan,"Used 2016 Volkswagen Jetta GLI with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$18,990 ",Unspecified,"Mileage: 51,180 miles",4 Cyl,2016 Volkswagen Jetta GLI,SanFrancisco 
Sedan,"Used 2015 Chrysler 200 Limited with FWD, Cruise Control, Air Conditioning, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster","$13,495 ",Red,"Mileage: 22,549 miles",4 Cyl,2015 Chrysler 200 Limited,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Two with FWD, 4-Wheel Disc Brakes","$15,394 ",Black,"Mileage: 32,571 miles",4 Cyl,2014 Toyota Prius Two,SanFrancisco 
Sedan,,"$13,482 ",Red,"Mileage: 57,155 miles",4 Cyl,2016 Toyota Corolla S,SanFrancisco 
Sedan,"Used 2012 Audi A4 2.0T with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$17,988 ",Black,"Mileage: 71,727 miles",4 Cyl,2012 Audi A4 2.0T,SanFrancisco 
Pickup,"Used 2014 Ford F-150 XLT with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$29,700 ",White,"Mileage: 17,038 miles",6 Cyl,2014 Ford F-150 XLT,SanFrancisco 
SUV,"Used 2014 Buick Enclave Premium with FWD, Remote Start, Leather Seats, Third Row Seating, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$28,491 ",Silver,"Mileage: 33,778 miles",6 Cyl,2014 Buick Enclave Premium,SanFrancisco 
Pickup,"Used 2014 Toyota Tundra 1794 Edition with 4WD, Power Sun/Moonroof, Navigation System, Heated Seats, Rear-View Camera, Power Seat (Driver), Intermittent Wipers","$39,291 ",Gray,"Mileage: 33,008 miles",8 Cyl,2014 Toyota Tundra 1794 Edition,SanFrancisco 
Convertible,,"$31,900 ",White,"Mileage: 27,510 miles",4 Cyl,2014 BMW 4 Series 428i,SanFrancisco 
SUV,"Used 2014 Honda CR-V LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$16,980 ",Brown,"Mileage: 43,995 miles",4 Cyl,2014 Honda CR-V LX,SanFrancisco 
SUV,"Used 2015 Nissan Rogue SL with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio","$19,888 ",Silver,"Mileage: 24,006 miles",4 Cyl,2015 Nissan Rogue SL,SanFrancisco 
Sedan,"Used 2016 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering","$16,900 ",Gray,"Mileage: 16,987 miles",4 Cyl,2016 Toyota Corolla S,SanFrancisco 
Sedan,"Used 2015 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering","$16,900 ",Black,"Mileage: 32,432 miles",4 Cyl,2015 Toyota Camry SE,SanFrancisco 
Sedan,"Used 2015 Toyota Corolla L with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Trip Computer, Rear Window Defroster, Handsfree/Bluetooth Integration","$13,900 ",Unspecified,"Mileage: 24,288 miles",4 Cyl,2015 Toyota Corolla L,SanFrancisco 
Pickup,"Used 2016 Nissan Frontier with 4WD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$27,500 ",Gray,"Mileage: 19,369 miles",6 Cyl,2016 Nissan Frontier,SanFrancisco 
Sedan,"Used 2014 Toyota Avalon XLE with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering","$20,988 ",Green,"Mileage: 22,682 miles",6 Cyl,2014 Toyota Avalon XLE,SanFrancisco 
