mileage,specs,color,bodytype,engine,model,price,city
"Mileage: 57,204 miles","Used 2016 Lexus GX 460 with 4WD, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",White,SUV,8 Cyl,2016 Lexus GX 460,"$38,990 ",Miami
"Mileage: 22,111 miles","Used 2015 Honda Fit EX with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Silver,Hatchback,4 Cyl,2015 Honda Fit EX,"$14,518 ",Miami
"Mileage: 18,111 miles","Used 2015 Kia Sportage LX with FWD, Alloy Wheels, Keyless Entry, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",Silver,SUV,4 Cyl,2015 Kia Sportage LX,"$15,990 ",Miami
"Mileage: 23,238 miles","Used 2015 Subaru WRX STI with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Black,Sedan,4 Cyl,2015 Subaru WRX STI,"$29,995 ",Miami
"Mileage: 26,833 miles","Used 2013 Hyundai Elantra GLS with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, AM/FM",Silver,Sedan,4 Cyl,2013 Hyundai Elantra GLS,"$10,374 ",Miami
"Mileage: 77,225 miles","Used 2012 Volkswagen Jetta SEL with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats",Black,Sedan,5 Cyl,2012 Volkswagen Jetta SEL,"$8,995 ",Miami
"Mileage: 17,405 miles","Used 2014 Land Rover Range Rover Evoque Pure with 4WD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering",White,SUV,4 Cyl,2014 Land Rover Range Rover Evoque Pure,"$32,800 ",Miami
"Mileage: 19,325 miles","Used 2014 Ram 1500 Sport with RWD, Fog Lights, Quad Cab, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer",White,Pickup,8 Cyl,2014 Ram 1500 Sport,"$28,571 ",Miami
"Mileage: 73,328 miles","Used 2009 Honda Fit Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",Purple,Hatchback,4 Cyl,2009 Honda Fit Sport,"$6,995 ",Miami
"Mileage: 31,877 miles","Used 2013 GMC Terrain SLE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Windows, Trip Computer, Power Seat (Driver), Intermittent Wipers",Gray,SUV,4 Cyl,2013 GMC Terrain SLE,"$14,995 ",Miami
"Mileage: 44,037 miles","Used 2015 Mitsubishi Mirage DE with FWD, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Trip Computer, Intermittent Wipers",Black,Hatchback,3 Cyl,2015 Mitsubishi Mirage DE,"$5,999 ",Miami
"Mileage: 23,529 miles","Used 2015 Toyota Corolla S with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",Gray,Sedan,4 Cyl,2015 Toyota Corolla S,"$13,418 ",Miami
"Mileage: 30,625 miles","Used 2014 Honda Pilot EX with FWD, Fog Lights, Trailer Hitch, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",Unspecified,SUV,6 Cyl,2014 Honda Pilot EX,"$22,210 ",Miami
"Mileage: 27,603 miles","Used 2014 Volkswagen Jetta SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",White,Sedan,4 Cyl,2014 Volkswagen Jetta SE,"$12,233 ",Miami
"Mileage: 63,371 miles","Used 2013 Honda Odyssey EX with FWD, Leather Seats, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, AM/FM, Aux Audio Adapter, Power Seat (Driver)",Gray,Minivan,6 Cyl,2013 Honda Odyssey EX,"$20,588 ",Miami
"Mileage: 49,971 miles","Used 2013 Volkswagen Jetta SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",Gray,Sedan,5 Cyl,2013 Volkswagen Jetta SE,"$10,933 ",Miami
"Mileage: 36,443 miles","Used 2015 Honda Odyssey Touring with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Gray,Minivan,6 Cyl,2015 Honda Odyssey Touring,"$29,475 ",Miami
"Mileage: 29,661 miles","Used 2016 Chrysler 200 Limited with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",Black,Sedan,4 Cyl,2016 Chrysler 200 Limited,"$11,999 ",Miami
"Mileage: 17,550 miles","Used 2016 Honda Odyssey Touring with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",White,Minivan,6 Cyl,2016 Honda Odyssey Touring,"$33,888 ",Miami
"Mileage: 35,762 miles","Used 2014 Jaguar XJ XJL Portfolio with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), DVD, Air Conditioning",Gray,Sedan,6 Cyl,2014 Jaguar XJ XJL Portfolio,"$38,000 ",Miami
"Mileage: 30,563 miles","Used 2014 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Trip Computer",White,Sedan,4 Cyl,2014 Honda Civic LX,"$13,995 ",Miami
"Mileage: 12,197 miles","Used 2016 Scion iA with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Gray,Sedan,4 Cyl,2016 Scion iA,"$12,598 ",Miami
"Mileage: 40,320 miles","Used 2004 Honda Accord EX with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, Satellite Radio, Power Steering, Power Windows, AM/FM",Gray,Sedan,6 Cyl,2004 Honda Accord EX,"$7,933 ",Miami
"Mileage: 61,167 miles","Used 2012 Hyundai Elantra GLS with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM, Aux Audio Adapter",Gold,Sedan,4 Cyl,2012 Hyundai Elantra GLS,"$7,171 ",Miami
"Mileage: 3,993 miles","Used 2017 Hyundai Elantra Limited Edition with FWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering",Beige,Sedan,4 Cyl,2017 Hyundai Elantra Limited Edition,"$14,800 ",Miami
"Mileage: 26,027 miles","Used 2015 Subaru WRX with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM",Blue,Sedan,4 Cyl,2015 Subaru WRX,"$24,491 ",Miami
"Mileage: 20,777 miles","Used 2016 Honda Odyssey EX with FWD, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Gray,Minivan,6 Cyl,2016 Honda Odyssey EX,"$30,364 ",Miami
"Mileage: 43,032 miles","Used 2014 BMW 3 Series 320i with RWD, Fog Lights, Alloy Wheels, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM, Aux Audio Adapter",Black,Sedan,4 Cyl,2014 BMW 3 Series 320i,"$15,299 ",Miami
"Mileage: 8,012 miles","Used 2015 Ford Mustang with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",White,Coupe,4 Cyl,2015 Ford Mustang,"$19,490 ",Miami
"Mileage: 26,426 miles","Used 2015 Audi Q5 Premium Plus with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Gray,SUV,4 Cyl,2015 Audi Q5 Premium Plus,"$31,900 ",Miami
"Mileage: 29,446 miles","Used 2015 Honda Accord LX with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering",Gray,Sedan,4 Cyl,2015 Honda Accord LX,"$14,990 ",Miami
"Mileage: 9,450 miles","Used 2016 Volkswagen Passat SEL with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",Beige,Sedan,4 Cyl,2016 Volkswagen Passat SEL,"$22,500 ",Miami
"Mileage: 29,689 miles","Used 2015 Honda Pilot EX with FWD, Third Row Seating, Cloth Seats",Silver,SUV,6 Cyl,2015 Honda Pilot EX,"$22,895 ",Miami
"Mileage: 28,871 miles","Used 2014 Nissan Murano S with FWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster",Gray,SUV,6 Cyl,2014 Nissan Murano S,"$15,988 ",Miami
"Mileage: 52,692 miles","Used 2015 BMW 5 Series 528i with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning",Black,Sedan,4 Cyl,2015 BMW 5 Series 528i,"$25,495 ",Miami
"Mileage: 88,478 miles","Used 2012 Hyundai Accent SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",Green,Hatchback,4 Cyl,2012 Hyundai Accent SE,"$6,953 ",Miami
"Mileage: 30,419 miles","Used 2014 Infiniti Q50 Premium with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",White,Sedan,6 Cyl,2014 Infiniti Q50 Premium,"$22,500 ",Miami
"Mileage: 42,230 miles","Used 2014 Volkswagen Jetta S with FWD, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes",Blue,Sedan,4 Cyl,2014 Volkswagen Jetta S,"$9,933 ",Miami
"Mileage: 43,749 miles","Used 2015 Dodge Journey American Value Package with FWD, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Intermittent Wipers, Power Locks, Rear Window Defroster, Front Airbags (Driver), Power Mirrors",Blue,SUV,4 Cyl,2015 Dodge Journey American Value Package,"$12,380 ",Miami
"Mileage: 44,527 miles","Used 2013 Honda Pilot EXL with 4WD, Leather Seats, Fog Lights, Power Sun/Moonroof, Heated Seats, Split/Folding Seats, Power Windows, 4-Wheel Disc Brakes, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors",Brown,SUV,6 Cyl,2013 Honda Pilot EXL,"$24,988 ",Miami
"Mileage: 91,402 miles","Used 2011 Buick Enclave CXL with FWD, Remote Start, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",White,SUV,6 Cyl,2011 Buick Enclave CXL,"$14,500 ",Miami
"Mileage: 31,221 miles","Used 2014 Jeep Grand Cherokee Limited Edition with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Blue,SUV,6 Cyl,2014 Jeep Grand Cherokee Limited Edition,"$23,990 ",Miami
"Mileage: 23,781 miles","Used 2015 Nissan Rogue S with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",Blue,SUV,4 Cyl,2015 Nissan Rogue S,"$13,488 ",Miami
"Mileage: 2,900 miles","Used 2017 Volkswagen Jetta S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",White,Sedan,4 Cyl,2017 Volkswagen Jetta S,"$14,575 ",Miami
"Mileage: 25,911 miles","Used 2016 Ford Explorer Base with 4WD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering",Silver,SUV,4 Cyl,2016 Ford Explorer Base,"$21,999 ",Miami
"Mileage: 29,795 miles","Used 2014 Volkswagen Jetta SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Gray,Sedan,4 Cyl,2014 Volkswagen Jetta SE,"$12,933 ",Miami
"Mileage: 8,931 miles","Used 2015 Volkswagen Tiguan SE with FWD, Alloy Wheels, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Satellite Radio, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",Gold,SUV,4 Cyl,2015 Volkswagen Tiguan SE,"$17,877 ",Miami
"Mileage: 28,099 miles","Used 2015 Volkswagen Jetta SE with FWD, Alloy Wheels, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2015 Volkswagen Jetta SE,"$13,777 ",Miami
"Mileage: 19,854 miles","Used 2014 Jaguar F-Type S with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), DVD, Air Conditioning, MP3",Gray,Convertible,6 Cyl,2014 Jaguar F-Type S,"$47,500 ",Miami
"Mileage: 20,631 miles","Used 2015 Honda Odyssey EX with FWD, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Silver,Minivan,6 Cyl,2015 Honda Odyssey EX,"$27,328 ",Miami
"Mileage: 20,831 miles","Used 2016 Mazda CX-5 Grand Touring with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",Gray,SUV,4 Cyl,2016 Mazda CX-5 Grand Touring,"$23,635 ",Miami
"Mileage: 31,228 miles","Used 2014 Ford Fusion SE with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",Black,Sedan,4 Cyl,2014 Ford Fusion SE,"$13,990 ",Miami
"Mileage: 42,279 miles","Used 2014 Nissan Rogue S with FWD, Air Conditioning, Cloth Seats, Power Windows, 4-Wheel Disc Brakes, Power Locks, Handsfree/Bluetooth Integration",White,SUV,4 Cyl,2014 Nissan Rogue S,"$13,588 ",Miami
"Mileage: 19,726 miles","Used 2014 Chevrolet Cruze LT with FWD, Remote Start, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Gold,Sedan,4 Cyl,2014 Chevrolet Cruze LT,"$12,000 ",Miami
"Mileage: 35,438 miles","Used 2015 Toyota Tacoma PreRunner with RWD, Double Cab, Split/Folding Seats, Air Conditioning, Power Steering, Power Windows, Aux Audio Adapter, Intermittent Wipers, Power Locks, Front Airbags (Driver), Power Mirrors",Gray,Pickup,6 Cyl,2015 Toyota Tacoma PreRunner,"$24,991 ",Miami
"Mileage: 28,389 miles","Used 2015 Subaru XV Crosstrek Limited with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Silver,SUV,4 Cyl,2015 Subaru XV Crosstrek Limited,"$20,299 ",Miami
"Mileage: 16,975 miles","Used 2015 Chevrolet Silverado 1500 LT with RWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Unspecified,Pickup,8 Cyl,2015 Chevrolet Silverado 1500 LT,"$28,994 ",Miami
"Mileage: 64,039 miles","Used 2013 Ford Flex SEL with FWD, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3",Black,SUV,6 Cyl,2013 Ford Flex SEL,"$16,999 ",Miami
"Mileage: 4,720 miles","Used 2017 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Red,Sedan,4 Cyl,2017 Toyota Corolla LE,"$14,500 ",Miami
"Mileage: 31,815 miles","Used 2014 Toyota Tundra SR5 with RWD, Double Cab, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Black,Pickup,8 Cyl,2014 Toyota Tundra SR5,"$28,990 ",Miami
"Mileage: 15,343 miles","Used 2015 Dodge Journey SE with FWD, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, AM/FM, Aux Audio Adapter",Blue,SUV,4 Cyl,2015 Dodge Journey SE,"$13,991 ",Miami
"Mileage: 97,403 miles","Used 2008 Nissan Altima SL with FWD, Power Sun/Moonroof, Alloy Wheels, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, 4-Wheel Disc Brakes",Silver,Sedan,4 Cyl,2008 Nissan Altima SL,"$6,995 ",Miami
"Mileage: 50,611 miles","Used 2014 Mercedes-Benz CLS 550 with RWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Silver,Sedan,8 Cyl,2014 Mercedes-Benz CLS 550,"$35,999 ",Miami
"Mileage: 20,007 miles","Used 2014 Infiniti Q60 Sport with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",Gray,Coupe,6 Cyl,2014 Infiniti Q60 Sport,"$25,991 ",Miami
"Mileage: 16,929 miles","Used 2015 Cadillac SRX Base with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",Black,SUV,6 Cyl,2015 Cadillac SRX Base,"$22,999 ",Miami
"Mileage: 103,524 miles","Used 2015 Kia Soul Base with FWD, Alloy Wheels, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes",Gray,Wagon,4 Cyl,2015 Kia Soul Base,"$6,990 ",Miami
"Mileage: 56,129 miles","Used 2010 Lexus ES 350 with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows",Red,Sedan,6 Cyl,2010 Lexus ES 350,"$15,000 ",Miami
"Mileage: 9,242 miles","Used 2016 Toyota RAV4 LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Silver,SUV,4 Cyl,2016 Toyota RAV4 LE,"$18,500 ",Miami
"Mileage: 39,374 miles","Used 2009 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",Gray,Sedan,4 Cyl,2009 Ford Focus SE,"$5,995 ",Miami
"Mileage: 3,906 miles","Used 2017 Land Rover Discovery Sport HSE with 4WD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Red,SUV,4 Cyl,2017 Land Rover Discovery Sport HSE,"$38,500 ",Miami
"Mileage: 17,604 miles","Used 2015 Mazda CX-5 Touring with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Black,SUV,4 Cyl,2015 Mazda CX-5 Touring,"$17,399 ",Miami
"Mileage: 2,740 miles","Used 2016 Buick Envision Premium II with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Silver,SUV,4 Cyl,2016 Buick Envision Premium II,"$33,590 ",Miami
"Mileage: 41,197 miles","Used 2015 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2015 Toyota Corolla LE,"$11,500 ",Miami
