specs,price,color,mileage,bodytype,engine,model,city
"Used 2015 Chrysler 200 Limited with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$10,997 ",Black,"Mileage: 41,162 miles",Sedan,4 Cyl,2015 Chrysler 200 Limited,WashingtonDC
"Used 2016 Hyundai Sonata SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$14,995 ",Black,"Mileage: 11,493 miles",Sedan,4 Cyl,2016 Hyundai Sonata SE,WashingtonDC
"Used 2015 Audi A4 2.0T with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$22,999 ",Black,"Mileage: 43,252 miles",Sedan,4 Cyl,2015 Audi A4 2.0T,WashingtonDC
"Used 2015 Toyota Corolla L with FWD, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter, Intermittent Wipers, Power Locks","$12,495 ",Silver,"Mileage: 20,968 miles",Sedan,4 Cyl,2015 Toyota Corolla L,WashingtonDC
"Used 2009 Nissan Rogue SL with AWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$7,977 ",Black,"Mileage: 91,109 miles",SUV,4 Cyl,2009 Nissan Rogue SL,WashingtonDC
"Used 2016 Jeep Wrangler Sport with 4WD, Fog Lights, Cruise Control, CD (Single Disc), Split/Folding Seats, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes","$25,971 ",Black,"Mileage: 13,134 miles",SUV,6 Cyl,2016 Jeep Wrangler Sport,WashingtonDC
"Used 2008 Lincoln MKX with AWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Satellite Radio, Power Steering","$13,971 ",Black,"Mileage: 47,419 miles",SUV,6 Cyl,2008 Lincoln MKX,WashingtonDC
"Used 2015 Jeep Patriot Altitude Edition with FWD, Fog Lights, Alloy Wheels, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM","$13,571 ",White,"Mileage: 29,680 miles",SUV,4 Cyl,2015 Jeep Patriot Altitude Edition,WashingtonDC
"Used 2008 Lincoln MKX with AWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Satellite Radio, Power Steering","$13,971 ",Black,"Mileage: 47,419 miles",SUV,6 Cyl,2008 Lincoln MKX,WashingtonDC
"Used 2016 Jeep Cherokee Latitude with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows","$20,777 ",White,"Mileage: 17,555 miles",SUV,4 Cyl,2016 Jeep Cherokee Latitude,WashingtonDC
"Used 2006 Honda CR-V EX with 4WD, Alloy Wheels, Cloth Seats","$5,998 ",Silver,"Mileage: 161,436 miles",SUV,4 Cyl,2006 Honda CR-V EX,WashingtonDC
"Used 2014 Jeep Wrangler Sport with 4WD, Fog Lights, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, 4-Wheel Disc Brakes, Power Seat (Driver), Intermittent Wipers","$26,400 ",Red,"Mileage: 45,473 miles",SUV,6 Cyl,2014 Jeep Wrangler Sport,WashingtonDC
"Used 2007 GMC Envoy with 4WD, Leather Seats, Keyless Entry, Heated Seats","$9,495 ",Gray,"Mileage: 116,985 miles",SUV,8 Cyl,2007 GMC Envoy,WashingtonDC
"Used 2015 Acura RDX Base with AWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$25,999 ",Black,"Mileage: 16,335 miles",SUV,6 Cyl,2015 Acura RDX Base,WashingtonDC
"Used 2012 Ford Explorer XLT with 4WD, Fog Lights, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$16,450 ",White,"Mileage: 96,976 miles",SUV,6 Cyl,2012 Ford Explorer XLT,WashingtonDC
"Used 2012 Chevrolet Malibu LT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM","$8,750 ",Black,"Mileage: 89,661 miles",Sedan,4 Cyl,2012 Chevrolet Malibu LT,WashingtonDC
"Used 2014 Ford Escape Titanium with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio","$18,257 ",Silver,"Mileage: 34,631 miles",SUV,4 Cyl,2014 Ford Escape Titanium,WashingtonDC
"Used 2008 Chevrolet Cobalt LS with FWD, CD (Single Disc), Air Conditioning, MP3, Power Steering, AM/FM","$4,995 ",Blue,"Mileage: 99,835 miles",Sedan,4 Cyl,2008 Chevrolet Cobalt LS,WashingtonDC
"Used 2014 Jeep Cherokee Latitude with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Air Conditioning, Power Windows, Power Locks, Rear Window Defroster, Front Airbags (Driver)","$16,990 ",Blue,"Mileage: 25,129 miles",SUV,4 Cyl,2014 Jeep Cherokee Latitude,WashingtonDC
"Used 2014 Acura ILX with FWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Windows","$14,849 ",Blue,"Mileage: 43,450 miles",Sedan,4 Cyl,2014 Acura ILX,WashingtonDC
"Used 2003 Honda Accord LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Windows, AM/FM, Intermittent Wipers, Power Locks, Rear Window Defroster","$6,595 ",Gray,"Mileage: 61,122 miles",Sedan,4 Cyl,2003 Honda Accord LX,WashingtonDC
"Used 2014 Chevrolet Cruze LS with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Windows, Trip Computer, Power Locks, Rear Window Defroster, Front Airbags (Driver)","$9,444 ",Black,"Mileage: 40,120 miles",Sedan,4 Cyl,2014 Chevrolet Cruze LS,WashingtonDC
"Used 2014 Ford Fusion SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$10,900 ",Silver,"Mileage: 46,722 miles",Sedan,4 Cyl,2014 Ford Fusion SE,WashingtonDC
"Used 2013 Toyota Sienna LE with FWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, DVD, Air Conditioning, MP3","$17,500 ",Gray,"Mileage: 38,808 miles",Minivan,6 Cyl,2013 Toyota Sienna LE,WashingtonDC
"Used 2009 Jeep Grand Cherokee Laredo with 4WD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows","$10,999 ",Silver,"Mileage: 91,200 miles",SUV,8 Cyl,2009 Jeep Grand Cherokee Laredo,WashingtonDC
"Used 2014 Kia Optima EX with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering","$14,860 ",Silver,"Mileage: 30,715 miles",Sedan,4 Cyl,2014 Kia Optima EX,WashingtonDC
"Used 2015 Ford Escape Titanium with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$18,595 ",Red,"Mileage: 38,306 miles",SUV,4 Cyl,2015 Ford Escape Titanium,WashingtonDC
"Used 2014 Mercedes-Benz CLA 250 with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows","$22,495 ",Gray,"Mileage: 37,393 miles",Sedan,4 Cyl,2014 Mercedes-Benz CLA 250,WashingtonDC
"Used 2015 Toyota Camry XLE with FWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$17,999 ",Silver,"Mileage: 32,998 miles",Sedan,4 Cyl,2015 Toyota Camry XLE,WashingtonDC
"Used 2015 Ford Fusion S with FWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$12,325 ",White,"Mileage: 51,874 miles",Sedan,4 Cyl,2015 Ford Fusion S,WashingtonDC
"Used 2013 Honda Fit Sport with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Windows","$7,997 ",Silver,"Mileage: 119,536 miles",Hatchback,4 Cyl,2013 Honda Fit Sport,WashingtonDC
"Used 2014 Ford Explorer XLT with 4WD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$23,652 ",Gray,"Mileage: 39,252 miles",SUV,6 Cyl,2014 Ford Explorer XLT,WashingtonDC
"Used 2013 Infiniti M37 with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3","$23,000 ",Silver,"Mileage: 50,684 miles",Sedan,6 Cyl,2013 Infiniti M37,WashingtonDC
"Used 2014 Ford F-150 STX with 4WD, Alloy Wheels, Keyless Entry, Cloth Seats, Power Steering, AM/FM, Intermittent Wipers, Front Airbags (Driver), Power Mirrors","$29,000 ",Black,"Mileage: 30,609 miles",Pickup,8 Cyl,2014 Ford F-150 STX,WashingtonDC
"Used 2016 Chevrolet Camaro LT with RWD, Fog Lights, Cruise Control, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$22,925 ",Blue,"Mileage: 10,821 miles",Coupe,6 Cyl,2016 Chevrolet Camaro LT,WashingtonDC
"Used 2003 Jaguar S-Type with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Steering, Power Windows, AM/FM","$5,995 ",Beige,"Mileage: 79,956 miles",Sedan,6 Cyl,2003 Jaguar S-Type,WashingtonDC
"Used 2007 Mercedes-Benz R-Class R 350 with AWD, Fog Lights, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering","$10,995 ",White,"Mileage: 75,855 miles",SUV,6 Cyl,2007 Mercedes-Benz R-Class R 350,WashingtonDC
,"$14,990 ",White,"Mileage: 34,912 miles",Sedan,4 Cyl,2016 Hyundai Sonata Eco,WashingtonDC
"Used 2012 BMW X6 xDrive35i with AWD, Leather Seats, Fog Lights, Alloy Wheels, Cruise Control, Heated Seats, Air Conditioning, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$28,780 ",Blue,"Mileage: 64,106 miles",SUV,6 Cyl,2012 BMW X6 xDrive35i,WashingtonDC
"Used 2015 Buick LaCrosse Leather Group with FWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering","$20,511 ",Beige,"Mileage: 29,758 miles",Sedan,6 Cyl,2015 Buick LaCrosse Leather Group,WashingtonDC
"Used 2012 Jeep Wrangler Sahara with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning","$25,450 ",Silver,"Mileage: 73,619 miles",SUV,6 Cyl,2012 Jeep Wrangler Sahara,WashingtonDC
"Used 2012 Lexus RX 450h with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning","$27,900 ",Gray,"Mileage: 33,518 miles",SUV,6 Cyl,2012 Lexus RX 450h,WashingtonDC
"Used 2013 Jeep Patriot Sport with 4WD, Fog Lights, Cruise Control, CD (Single Disc), Split/Folding Seats, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, Intermittent Wipers","$10,106 ",Black,"Mileage: 88,957 miles",SUV,4 Cyl,2013 Jeep Patriot Sport,WashingtonDC
"Used 2013 Honda Pilot EXL with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Cruise Control, Heated Seats, Rear-View Camera, DVD, Air Conditioning, Satellite Radio, Power Steering","$26,480 ",Red,"Mileage: 20,863 miles",SUV,6 Cyl,2013 Honda Pilot EXL,WashingtonDC
"Used 2014 Toyota RAV4 XLE with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio","$17,418 ",Brown,"Mileage: 50,779 miles",SUV,4 Cyl,2014 Toyota RAV4 XLE,WashingtonDC
"Used 2015 Kia Sportage LX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Aux Audio Adapter, Intermittent Wipers","$18,094 ",Black,"Mileage: 11,230 miles",SUV,4 Cyl,2015 Kia Sportage LX,WashingtonDC
"Used 2014 Chevrolet Traverse LS with AWD, Leather Seats, Alloy Wheels, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Windows, AM/FM, Power Seat (Driver), Power Locks","$20,495 ",Gray,"Mileage: 11,121 miles",SUV,6 Cyl,2014 Chevrolet Traverse LS,WashingtonDC
"Used 2015 Chevrolet Equinox LT with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$16,600 ",Beige,"Mileage: 28,381 miles",SUV,4 Cyl,2015 Chevrolet Equinox LT,WashingtonDC
"Used 2013 Ford F-150 XLT with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows","$24,958 ",Blue,"Mileage: 80,249 miles",Pickup,6 Cyl,2013 Ford F-150 XLT,WashingtonDC
"Used 2014 Cadillac ATS Luxury with AWD, Remote Start, Leather Seats, Keyless Entry, Cruise Control, Air Conditioning, Trip Computer, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$22,390 ",Gray,"Mileage: 22,723 miles",Sedan,4 Cyl,2014 Cadillac ATS Luxury,WashingtonDC
"Used 2014 Ford Flex SEL with AWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$21,500 ",Red,"Mileage: 40,801 miles",SUV,6 Cyl,2014 Ford Flex SEL,WashingtonDC
"Used 2015 GMC Acadia SLT with FWD, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering","$29,991 ",Blue,"Mileage: 31,031 miles",SUV,6 Cyl,2015 GMC Acadia SLT,WashingtonDC
"Used 2014 Chevrolet Malibu LT with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$13,500 ",Black,"Mileage: 31,401 miles",Sedan,4 Cyl,2014 Chevrolet Malibu LT,WashingtonDC
"Used 2013 Ford F-150 SVT Raptor with 4WD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$35,050 ",Unspecified,"Mileage: 80,430 miles",Pickup,8 Cyl,2013 Ford F-150 SVT Raptor,WashingtonDC
"Used 2014 Ford F-150 STX with 4WD, Fog Lights, Alloy Wheels, Towing Package, Satellite Radio, Handsfree/Bluetooth Integration","$30,990 ",Black,"Mileage: 21,987 miles",Pickup,8 Cyl,2014 Ford F-150 STX,WashingtonDC
"Used 2015 Chevrolet Silverado 1500 High Country with 4WD, Remote Start, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$37,339 ",Black,"Mileage: 62,336 miles",Pickup,8 Cyl,2015 Chevrolet Silverado 1500 High Country,WashingtonDC
"Used 2011 Honda CR-V EXL with 4WD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$15,577 ",Gray,"Mileage: 45,154 miles",SUV,4 Cyl,2011 Honda CR-V EXL,WashingtonDC
"Used 2015 Toyota Corolla LE with FWD, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Windows, AM/FM, Power Locks, Rear Window Defroster","$9,950 ",Gray,"Mileage: 90,437 miles",Sedan,4 Cyl,2015 Toyota Corolla LE,WashingtonDC
"Used 2013 Ford Escape SE with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$14,649 ",Blue,"Mileage: 20,297 miles",SUV,4 Cyl,2013 Ford Escape SE,WashingtonDC
"Used 2015 Honda CR-V EX with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering","$17,996 ",Red,"Mileage: 54,419 miles",SUV,4 Cyl,2015 Honda CR-V EX,WashingtonDC
"Used 2015 Chevrolet Traverse LTZ with AWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)","$23,394 ",White,"Mileage: 58,506 miles",SUV,6 Cyl,2015 Chevrolet Traverse LTZ,WashingtonDC
"Used 2014 Lincoln MKZ with AWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$19,889 ",Gray,"Mileage: 39,037 miles",Sedan,4 Cyl,2014 Lincoln MKZ,WashingtonDC
"Used 2014 Toyota RAV4 Limited Edition with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$20,996 ",Black,"Mileage: 26,190 miles",SUV,4 Cyl,2014 Toyota RAV4 Limited Edition,WashingtonDC
"Used 2014 Ford Fusion Titanium with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$15,594 ",White,"Mileage: 34,728 miles",Sedan,4 Cyl,2014 Ford Fusion Titanium,WashingtonDC
"Used 2014 Nissan Maxima S with FWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$15,000 ",Blue,"Mileage: 66,026 miles",Sedan,6 Cyl,2014 Nissan Maxima S,WashingtonDC
"Used 2014 Ford Escape Titanium with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$19,500 ",Orange,"Mileage: 23,588 miles",SUV,4 Cyl,2014 Ford Escape Titanium,WashingtonDC
"Used 2012 Subaru Forester 2.5X with AWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows","$12,950 ",Blue,"Mileage: 94,564 miles",SUV,4 Cyl,2012 Subaru Forester 2.5X,WashingtonDC
"Used 2014 Lincoln MKX with AWD, Remote Start, Leather Seats, Fog Lights, Heated Seats, Air Conditioning, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$22,850 ",Blue,"Mileage: 53,378 miles",SUV,6 Cyl,2014 Lincoln MKX,WashingtonDC
"Used 2014 GMC Acadia SLE with FWD, Power Sun/Moonroof, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM, Power Seat (Driver), Power Locks","$21,784 ",Silver,"Mileage: 42,222 miles",SUV,6 Cyl,2014 GMC Acadia SLE,WashingtonDC
"Used 2015 Honda Accord Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering","$17,494 ",Unspecified,"Mileage: 18,577 miles",Sedan,4 Cyl,2015 Honda Accord Sport,WashingtonDC
,"$27,990 ",Black,"Mileage: 21,187 miles",SUV,6 Cyl,2015 Ford Explorer XLT,WashingtonDC
"Used 2015 Chevrolet Equinox LT with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$16,700 ",Silver,"Mileage: 21,536 miles",SUV,4 Cyl,2015 Chevrolet Equinox LT,WashingtonDC
,"$12,495 ",Gray,"Mileage: 15,979 miles",Sedan,4 Cyl,2015 Chevrolet Cruze LT,WashingtonDC
"Used 2014 Nissan Pathfinder SL with 4WD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats","$24,775 ",Silver,"Mileage: 42,862 miles",SUV,6 Cyl,2014 Nissan Pathfinder SL,WashingtonDC
"Used 2016 Ram 1500 with 4WD, Trailer Hitch, Alloy Wheels, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$31,794 ",White,"Mileage: 13,065 miles",Pickup,6 Cyl,2016 Ram 1500,WashingtonDC
